"","id","job_number","year","highest_grade","family_income","tenure","hours_worked","hourly_pay","employer_id","union","job_satisfaction","cohort","avg_age_job_year","male","white","religious","urban","pay_tenure","pay_age"
"100","157 _79",1,2002,18,1.14379593829106,-6.54487179487179,-13.3333333333333,-13.3333333333333,19980100,1,10,1979,-3.06089743589744,0,1,1,1,-596.490384615385,-710.088141025641
"101","157 _79",1,2008,19,1.30584747269314,-0.967948717948717,-3.33333333333334,-3.33333333333334,19980100,1,10,1979,-0.849358974358978,0,1,1,1,-181.875,-217.395833333333
"102","157 _79",1,2012,20,1.46789900709522,3.72435897435898,1.66666666666666,1.66666666666666,19980100,1,7,1979,1.80448717948718,0,1,1,1,191.009615384615,146.161858974359
"103","157 _79",1,2014,20,1.46988116044132,6.26282051282051,6.66666666666666,6.66666666666666,19980100,1,10,1979,3.53525641025641,0,1,1,1,460.048076923077,471.642628205128
"104","157 _79",1,2016,20,1.65878100662827,8.01282051282051,21.6666666666667,21.6666666666667,19980100,0,10,1979,3.66025641025641,0,1,1,1,920.913461538461,1121.20993589744
"105","160 _79",1,1994,14,-0.0323504234605707,-10.8916083916084,-4.18181818181818,-4.18181818181818,19820100,1,10,1979,-5.28146853146853,0,1,1,1,-487.814685314685,-326.638111888112
"106","160 _79",1,1996,14,0.768018920474958,-9.00699300699301,-3.18181818181818,-3.18181818181818,19820100,1,7,1979,-4.22377622377623,0,1,1,0,-407.333916083916,-260.878496503497
"107","160 _79",1,1998,14,0.713979575360336,-7.00699300699301,0.81818181818182,0.81818181818182,19820100,1,7,1979,-3.22377622377623,0,1,1,0,-269.256993006993,-105.916958041958
"108","160 _79",1,2000,14,0.765827235200202,-4.83391608391608,0.81818181818182,0.81818181818182,19820100,1,10,1979,-2.31031468531469,0,1,1,1,-182.333916083916,-69.3784965034965
"109","160 _79",1,2002,14,0.311393817476288,-2.89160839160839,0.81818181818182,0.81818181818182,19820100,1,7,1979,-1.28146853146853,0,1,1,1,-104.641608391608,-28.2246503496503
"110","160 _79",1,2004,14,0.817145753282892,-1.06468531468532,0.81818181818182,0.81818181818182,19820100,1,7,1979,-0.194930069930066,0,1,1,1,-31.5646853146854,15.2368881118882
"111","160 _79",1,2008,14,0.809350169666429,2.66608391608392,0.81818181818182,0.81818181818182,19820100,1,7,1979,0.939685314685313,0,1,1,1,117.666083916084,60.6215034965035
"112","160 _79",1,2010,14,0.785114572661152,4.5506993006993,0.81818181818182,0.81818181818182,19820100,1,10,1979,1.99737762237762,0,1,1,1,193.050699300699,102.929195804196
"113","160 _79",1,2012,14,0.815977388802983,7.3006993006993,0.81818181818182,0.81818181818182,19820100,1,10,1979,3.62237762237762,0,1,1,1,303.050699300699,167.929195804196
"114","160 _79",1,2014,14,0.855178768990452,9.58916083916084,0.81818181818182,0.81818181818182,19820100,1,10,1979,4.47814685314685,0,1,1,1,394.589160839161,202.159965034965
"115","160 _79",1,2016,14,1.59201071463339,11.5891608391608,0.81818181818182,0.81818181818182,19820100,1,7,1979,5.47814685314685,0,1,1,1,474.589160839161,242.159965034965
"116","161 _79",1,1996,12,0.921399744007616,-3.98846153846154,-2.83333333333334,-2.83333333333334,19960100,1,1,1979,-7.30576923076923,0,1,1,0,-159.953205128205,-386.723397435898
"117","161 _79",2,1996,12,0.921399744007616,-0.449999999999999,-2.83333333333334,-2.83333333333334,19900100,1,1,1979,-9.075,0,1,1,0,-32.5685897435897,-450.415705128205
"118","161 _79",1,1998,12,0.856335160008713,-1.91153846153846,0.166666666666664,0.166666666666664,19960100,1,7,1979,-6.34423076923077,0,1,1,0,-74.8570512820513,-246.271474358975
"119","161 _79",1,2000,12,0.908391744586057,0.261538461538461,1.16666666666666,1.16666666666666,19960100,1,7,1979,-5.43076923076923,0,1,1,0,15.5083333333333,-174.454166666667
"120","161 _79",1,2002,12,0.799649508263169,2.3,1.16666666666666,1.16666666666666,19960100,1,7,1979,-4.45,0,1,1,0,97.0467948717949,-135.223397435898
"121","161 _79",1,2004,12,0.820062602421558,4.10769230769231,1.16666666666666,1.16666666666666,19960100,1,4,1979,-3.35384615384615,0,1,1,0,169.354487179487,-91.3772435897436
"122","161 _79",1,2012,12,1.01114290199795,2.87692307692308,-1.5,-1.5,20060100,1,7,1979,5.26153846153846,0,1,1,0,98.175,128.2125
"123","161 _79",1,2014,12,0.28571996541033,-5.00769230769231,1.16666666666666,1.16666666666666,20140100,1,10,1979,11.2038461538462,0,1,1,0,-195.260897435897,490.930448717949
"124","161 _79",2,2014,12,0.28571996541033,4.58846153846154,1.16666666666666,1.16666666666666,20060100,1,1,1979,6.40576923076923,0,1,1,0,188.585256410256,299.007371794872
"125","161 _79",1,2016,12,0.119003500203839,-2.77692307692308,1.16666666666666,1.16666666666666,20140100,1,10,1979,13.0884615384615,0,1,1,1,-106.030128205128,566.315064102564
"126","162 _79",1,2002,18,0.650587387094976,-1.07692307692308,-2.5,-2.5,20020100,0,10,1979,-0.46153846153846,1,1,1,1,-54.9038461538462,-125.048076923077
"127","162 _79",1,2004,18,0.529141597175341,1.07692307692308,2.5,2.5,20020100,0,10,1979,0.46153846153846,1,1,1,1,54.9038461538462,125.048076923077
"128","183 _79",1,2008,12,-0.530449406165715,0,0,0,20080100,0,10,1979,0,0,1,1,1,0,0
"129","184 _79",1,2008,16,0.623417272330649,-1.87179487179487,0.333333333333336,0.333333333333336,20060100,1,7,1979,-4.3974358974359,0,1,1,1,-61.8525641025641,-153.407051282051
"130","184 _79",1,2016,16,-0.708092366412783,-3.64102564102564,2.33333333333334,2.33333333333334,20160100,0,4,1979,4.48717948717949,0,1,1,1,-128.352564102564,293.842948717949
"131","184 _79",2,2016,16,-0.708092366412783,5.51282051282051,-2.66666666666666,-2.66666666666666,20060100,1,10,1979,-0.0897435897435912,0,1,1,1,190.205128205128,-140.435897435897
"132","191 _79",1,1994,19,0.914019687479806,0,0,0,19910100,1,1,1979,0,1,1,1,1,0,0
"133","203 _79",1,1994,13,0.172760843985925,0,0,0,19840100,1,10,1979,0,0,0,1,1,0,0
"134","210 _79",1,2002,16,0.86587179883068,-7.47252747252747,-0.714285714285715,-0.714285714285715,20020100,1,10,1979,-4.12087912087912,1,1,1,1,-309.56043956044,-198.076923076923
"135","210 _79",1,2004,16,1.08615227021341,-5.66483516483517,-0.714285714285715,-0.714285714285715,20020100,1,10,1979,-2.02472527472528,1,1,1,1,-237.252747252747,-114.230769230769
"136","210 _79",1,2008,16,0.9224081331778,-1.91483516483517,-0.714285714285715,-0.714285714285715,20020100,1,7,1979,-0.899725274725277,1,1,1,1,-87.2527472527473,-69.2307692307693
"137","210 _79",1,2010,16,1.03027254677524,0.0659340659340657,-0.714285714285715,-0.714285714285715,20020100,1,7,1979,0.109890109890109,1,1,1,1,-8.02197802197804,-28.8461538461538
"138","210 _79",1,2012,16,1.04509906754599,2.91208791208791,-0.714285714285715,-0.714285714285715,20020100,1,7,1979,0.686813186813183,1,1,1,1,105.824175824176,-5.76923076923094
"139","210 _79",1,2014,16,1.05011633338155,5.0467032967033,-0.714285714285715,-0.714285714285715,20020100,1,7,1979,2.61950549450549,1,1,1,1,191.208791208791,71.5384615384614
"140","210 _79",1,2016,16,1.08013535577648,7.02747252747253,4.28571428571428,4.28571428571428,20020100,1,7,1979,3.62912087912088,1,1,1,1,345.054945054945,344.615384615385
"141","219 _79",2,1988,20,1.00011750144993,-14.5448717948718,-2.77777777777778,-2.77777777777778,19820100,1,10,1979,-6.94978632478632,0,1,1,1,-589.896723646724,-343.940527065527
"142","219 _79",1,1996,20,0.626422769301154,-6.66025641025641,-2.77777777777778,-2.77777777777778,19820100,1,7,1979,-3.89209401709402,0,1,1,1,-313.935185185185,-236.921296296297
"143","219 _79",1,1998,20,0.661027985367172,-4.56410256410257,-2.77777777777778,-2.77777777777778,19820100,1,10,1979,-1.94017094017094,0,1,1,1,-240.5698005698,-168.603988603989
"144","219 _79",1,2000,20,1.34384688253204,-2.66025641025641,2.22222222222222,2.22222222222222,19820100,1,10,1979,-1.89209401709402,0,1,1,1,-79.5121082621082,-14.1328347578349
"145","219 _79",1,2002,20,1.21474729842495,-0.871794871794872,-2.77777777777778,-2.77777777777778,19820100,1,10,1979,-0.786324786324784,0,1,1,1,-111.339031339031,-128.219373219373
"146","219 _79",1,2004,20,1.35759128493167,1.16666666666666,-2.77777777777778,-2.77777777777778,19820100,1,7,1979,1.19444444444445,0,1,1,1,-39.9928774928775,-58.8924501424501
"147","219 _79",1,2010,20,1.38730069095486,7.05128205128205,0.555555555555557,0.555555555555557,19820100,1,10,1979,3.25213675213676,0,1,1,1,261.289173789174,132.133190883191
"148","219 _79",1,2012,20,1.27299952201873,9.66666666666666,3.88888888888889,3.88888888888889,19820100,1,7,1979,4.94444444444445,0,1,1,1,465.584045584045,321.652421652421
"149","219 _79",1,2014,20,1.22653599293419,11.4166666666667,7.22222222222222,7.22222222222222,19820100,1,10,1979,6.06944444444445,0,1,1,1,648.372507122507,496.924857549858
"150","231 _79",1,2000,12,0.669099823347505,-8.30288461538461,0,0,20000100,0,10,1979,-4.59855769230769,0,1,1,1,-332.115384615385,-183.942307692308
"151","231 _79",1,2002,12,0.251129110145031,-6.24519230769231,0,0,20000100,0,10,1979,-2.62740384615385,0,1,1,1,-249.807692307692,-105.096153846154
"152","231 _79",1,2004,12,0.336000218695462,-4.45673076923077,0,0,20000100,0,7,1979,-2.52163461538461,0,1,1,1,-178.269230769231,-100.865384615385
"153","231 _79",1,2008,12,0.796734528952976,-0.725961538461538,0,0,20000100,0,7,1979,-0.387019230769234,0,1,1,1,-29.0384615384615,-15.4807692307693
"154","231 _79",1,2010,12,0.880455170948835,1.15865384615385,0,0,20000100,0,7,1979,0.670673076923073,0,1,1,1,46.3461538461539,26.8269230769229
"155","231 _79",1,2012,12,0.320131270745089,4.25480769230769,0,0,20000100,0,1,1979,2.12259615384615,0,1,1,1,170.192307692308,84.9038461538462
"156","231 _79",1,2014,12,0.305137802376954,6.10096153846154,0,0,20000100,0,1,1979,3.19951923076923,0,1,1,1,244.038461538462,127.980769230769
"157","231 _79",1,2016,12,0.255967398118463,8.21634615384615,0,0,20000100,0,4,1979,4.14182692307692,0,1,1,1,328.653846153846,165.673076923077
"158","232 _79",2,1988,14,-1.47181703452195,-1.25769230769231,0,0,19830100,1,10,1979,-8.07115384615384,1,1,1,0,-50.3076923076923,-322.846153846154
"159","232 _79",2,1989,14,0.337718366676656,-0.430769230769231,0,0,19830100,1,10,1979,-7.48461538461538,1,1,1,0,-17.2307692307692,-299.384615384615
"160","232 _79",2,1990,14,0.0558692718116021,0.665384615384616,0,0,19830100,1,10,1979,-7.03269230769231,1,1,1,0,26.6153846153846,-281.307692307692
